N,종목명,현재가,전일비,등락률,액면가,매출액,자산총계,영업이익
619.0,세방,11160.0,상승  20,+0.18%,500.0,11420.0,13452.0,287.0
620.0,오리엔트바이오,1813.0,상승  18,+1.00%,500.0,280.0,970.0,-6.0
621.0,RISE 200TR,18260.0,상승  280,+1.56%,0.0,,,
622.0,일성건설,3960.0,하락  225,-5.38%,500.0,6077.0,4093.0,73.0
623.0,1Q 단기금융채액티브,106045.0,상승  35,+0.03%,0.0,,,
624.0,TIGER 미국S&P500동일가중,11010.0,상승  85,+0.78%,0.0,,,
625.0,HDC랩스,8200.0,하락  50,-0.61%,500.0,6063.0,3833.0,105.0
626.0,삼부토건,927.0,상승  13,+1.42%,1000.0,5750.0,5137.0,-782.0
627.0,삼익THK,10060.0,상승  100,+1.00%,500.0,3156.0,4736.0,69.0
628.0,HLB글로벌,4325.0,하락  25,-0.57%,500.0,799.0,1101.0,-129.0
629.0,하이트진로홀딩스,9060.0,하락  30,-0.33%,5000.0,25069.0,39798.0,1381.0
630.0,RISE ESG사회책임투자,12400.0,상승  210,+1.72%,0.0,,,
631.0,코오롱ENP,5490.0,상승  60,+1.10%,1000.0,4562.0,3630.0,338.0
632.0,대교,2460.0,하락  15,-0.61%,500.0,6597.0,6045.0,-278.0
633.0,KPX케미칼,43050.0,하락  250,-0.58%,5000.0,9111.0,8225.0,584.0
634.0,KODEX 200액티브,9520.0,상승  155,+1.66%,0.0,,,
635.0,KODEX 코스닥150선물인버스,3975.0,하락  15,-0.38%,0.0,,,
636.0,한솔제지,8680.0,상승  10,+0.12%,5000.0,21941.0,20744.0,472.0
637.0,일성아이에스,15300.0,하락  20,-0.13%,1000.0,781.0,4192.0,-80.0
638.0,TYM,4460.0,하락  35,-0.78%,2500.0,8365.0,8491.0,765.0
639.0,RISE 수소경제테마,8575.0,보합0,0.00%,0.0,,,
640.0,KSS해운,8690.0,상승  20,+0.23%,500.0,4726.0,16560.0,884.0
641.0,알루코,2065.0,상승  15,+0.73%,500.0,5912.0,8611.0,376.0
642.0,제이에스코퍼레이션,14570.0,상승  220,+1.53%,100.0,8628.0,7629.0,840.0
643.0,삼영전자,9830.0,보합0,0.00%,500.0,1773.0,5440.0,65.0
644.0,KODEX 차이나항셍테크,7190.0,상승  70,+0.98%,0.0,,,
645.0,AJ네트웍스,4320.0,하락  40,-0.92%,1000.0,10020.0,16222.0,784.0
646.0,SOL 미국30년국채커버드콜(합성),9805.0,하락  80,-0.81%,0.0,,,
647.0,신한서부티엔디리츠,3485.0,하락  20,-0.57%,1000.0,175.0,6481.0,105.0
648.0,넥스틸,7480.0,하락  20,-0.27%,500.0,6191.0,6425.0,1573.0
649.0,하나제약,10940.0,하락  30,-0.27%,500.0,2245.0,3484.0,270.0
650.0,한투 레버리지 S&P500 선물 ETN(H),38815.0,상승  760,+2.00%,0.0,,,
651.0,남선알미늄,1502.0,하락  15,-0.99%,500.0,3105.0,4327.0,64.0
652.0,KODEX 코리아밸류업,9615.0,상승  135,+1.42%,0.0,,,
653.0,LG헬로비전,2465.0,상승  15,+0.61%,2500.0,11903.0,13194.0,474.0
654.0,HANARO Fn K-반도체,9815.0,상승  400,+4.25%,0.0,,,
655.0,TIGER 화장품,2685.0,하락  10,-0.37%,0.0,,,
656.0,TIGER 미국필라델피아AI반도체나스닥,11420.0,상승  305,+2.74%,0.0,,,
657.0,에이블씨엔씨,7320.0,상승  150,+2.09%,500.0,2736.0,1738.0,114.0
658.0,다올투자증권,3115.0,상승  25,+0.81%,5000.0,15084.0,92118.0,-620.0
659.0,TIGER 미국테크TOP10 INDXX(H),15335.0,상승  140,+0.92%,0.0,,,
660.0,웅진씽크빅,1625.0,상승  38,+2.39%,500.0,8901.0,7394.0,56.0
661.0,ACE 미국달러SOFR금리(합성),12115.0,상승  30,+0.25%,0.0,,,
662.0,한미글로벌,17100.0,상승  50,+0.29%,500.0,4129.0,3989.0,296.0
663.0,진원생명과학,2340.0,상승  140,+6.36%,1000.0,402.0,1510.0,-484.0
664.0,RISE 단기국공채액티브,111660.0,상승  25,+0.02%,0.0,,,
665.0,KODEX 2차전지산업레버리지,1314.0,상승  29,+2.26%,0.0,,,
666.0,KODEX TRF3070,13595.0,상승  35,+0.26%,0.0,,,
667.0,일진홀딩스,3760.0,상승  10,+0.27%,1000.0,14719.0,16648.0,575.0
668.0,무림P&P,2975.0,상승  20,+0.68%,2500.0,7689.0,16230.0,116.0
669.0,BYC,29700.0,상승  300,+1.02%,500.0,1684.0,6857.0,275.0
670.0,동아지질,13840.0,보합0,0.00%,500.0,3450.0,3909.0,77.0
671.0,동성케미컬,3720.0,보합0,0.00%,1000.0,11180.0,9706.0,816.0
672.0,동국씨엠,6150.0,상승  90,+1.49%,5000.0,12661.0,17107.0,267.0
673.0,조일알미늄,1452.0,상승  9,+0.62%,500.0,4658.0,3909.0,85.0
674.0,KODEX 미국나스닥100레버리지(합성 H),12370.0,상승  260,+2.15%,0.0,,,
675.0,조선내화,15480.0,상승  20,+0.13%,500.0,2794.0,4380.0,319.0
676.0,무학,6390.0,상승  80,+1.27%,200.0,1466.0,6393.0,162.0
677.0,방림,4295.0,하락  70,-1.60%,500.0,1106.0,2316.0,-33.0
678.0,성신양회,7410.0,하락  10,-0.13%,5000.0,11133.0,13102.0,733.0
679.0,일신방직,7770.0,상승  20,+0.26%,500.0,5394.0,10592.0,-10.0
680.0,동화약품,6440.0,상승  110,+1.74%,1000.0,3611.0,5650.0,188.0
681.0,코오롱,14230.0,상승  90,+0.64%,5000.0,58942.0,52314.0,1029.0
682.0,현대비앤지스틸,11890.0,상승  150,+1.28%,5000.0,10453.0,7926.0,-352.0
683.0,인스코비,1498.0,하락  8,-0.53%,500.0,998.0,765.0,4.0
684.0,해태제과식품,6130.0,상승  10,+0.16%,500.0,6249.0,6850.0,457.0
685.0,SOL 미국배당미국채혼합50,10550.0,상승  15,+0.14%,0.0,,,
686.0,KODEX 단기변동금리부채권액티브,112920.0,상승  15,+0.01%,0.0,,,
687.0,경방,6490.0,상승  60,+0.93%,500.0,3935.0,12069.0,160.0
688.0,미원홀딩스,76400.0,"하락  1,100",-1.42%,500.0,4432.0,4675.0,156.0
689.0,코람코더원리츠,4385.0,상승  20,+0.46%,500.0,74.0,5119.0,39.0
690.0,LG우,58600.0,하락  500,-0.85%,5000.0,,,
691.0,롯데하이마트,7500.0,상승  70,+0.94%,5000.0,26101.0,23707.0,82.0
692.0,경농,9050.0,보합0,0.00%,500.0,3474.0,4486.0,252.0
693.0,KODEX 골드선물(H),16060.0,하락  100,-0.62%,0.0,,,
694.0,제일약품,11960.0,상승  130,+1.10%,500.0,7264.0,4873.0,87.0
695.0,한국공항,55100.0,하락  900,-1.61%,5000.0,5447.0,4769.0,340.0
696.0,ACE 미국빅테크7+데일리타겟커버드콜(합성),12625.0,상승  195,+1.57%,0.0,,,
697.0,일신석재,2245.0,보합0,0.00%,500.0,1012.0,983.0,46.0
698.0,포스코스틸리온,28950.0,상승  200,+0.70%,5000.0,11585.0,5522.0,306.0
699.0,SOL 200TR,12060.0,상승  170,+1.43%,0.0,,,
700.0,JW생명과학,10930.0,보합0,0.00%,2500.0,2069.0,2558.0,309.0
701.0,미원화학,78600.0,보합0,0.00%,1000.0,2326.0,1648.0,249.0
702.0,한국석유,13610.0,하락  40,-0.29%,500.0,6792.0,3540.0,152.0
703.0,사조산업,34450.0,보합0,0.00%,5000.0,6322.0,11698.0,-239.0
704.0,삼성전기우,59200.0,"상승  2,600",+4.59%,5000.0,,,
705.0,KEC,857.0,상승  40,+4.90%,500.0,2069.0,4477.0,-330.0
706.0,RISE 국고채3년선물인버스,109450.0,상승  145,+0.13%,0.0,,,
707.0,삼화페인트,6290.0,상승  10,+0.16%,500.0,6314.0,5906.0,258.0
708.0,TIGER 글로벌비만치료제TOP2Plus,9845.0,보합0,0.00%,0.0,,,
709.0,진양홀딩스,3055.0,하락  45,-1.45%,500.0,2711.0,6431.0,35.0
710.0,코오롱글로벌,9000.0,상승  50,+0.56%,5000.0,26635.0,25713.0,128.0
711.0,한독,12380.0,상승  120,+0.98%,500.0,5227.0,7903.0,126.0
712.0,한국제지,893.0,상승  30,+3.48%,1000.0,7120.0,7368.0,135.0
713.0,노루홀딩스,12760.0,상승  60,+0.47%,500.0,12146.0,11888.0,674.0
714.0,TIGER 코스피,25670.0,상승  285,+1.12%,0.0,,,
715.0,동양,708.0,상승  8,+1.14%,500.0,8663.0,10996.0,265.0
716.0,히어로즈 CD금리액티브(합성),105795.0,상승  5,0.00%,0.0,,,
717.0,KODEX 미국서학개미,19840.0,상승  890,+4.70%,0.0,,,
718.0,CJ제일제당 우,126700.0,상승  200,+0.16%,5000.0,,,
719.0,강남제비스코,25850.0,상승  250,+0.98%,1000.0,6388.0,9857.0,232.0
720.0,KODEX 미국달러선물인버스2X,5085.0,하락  20,-0.39%,0.0,,,
721.0,한세예스24홀딩스,4190.0,하락  25,-0.59%,500.0,27808.0,21523.0,1897.0
722.0,유니퀘스트,7750.0,상승  90,+1.17%,500.0,6659.0,4544.0,340.0
723.0,그린케미칼,6970.0,상승  10,+0.14%,500.0,2823.0,2014.0,50.0
724.0,콘텐트리중앙,8610.0,상승  40,+0.47%,5000.0,9930.0,24531.0,-681.0
725.0,경보제약,6850.0,하락  50,-0.72%,500.0,2164.0,2663.0,55.0
726.0,TIGER 미국테크TOP10채권혼합,13030.0,상승  45,+0.35%,0.0,,,
727.0,TIGER 미국S&P500선물(H),64095.0,상승  535,+0.84%,0.0,,,
728.0,서연,6950.0,상승  50,+0.72%,500.0,40207.0,27719.0,2569.0
729.0,RISE 25-06 은행채(AA+이상)액티브,51035.0,상승  20,+0.04%,0.0,,,
730.0,SG글로벌,3605.0,하락  45,-1.23%,500.0,966.0,1982.0,66.0
731.0,일진다이아,11410.0,상승  190,+1.69%,1000.0,1545.0,5940.0,-44.0
732.0,SOL 미국AI소프트웨어,13380.0,상승  160,+1.21%,0.0,,,
733.0,TIGER 차이나CSI300,9970.0,하락  45,-0.45%,0.0,,,
734.0,NPC,4355.0,상승  15,+0.35%,500.0,5087.0,5376.0,296.0
735.0,현대리바트,7750.0,상승  20,+0.26%,1000.0,15857.0,8995.0,-199.0
736.0,S-Oil우,39550.0,하락  450,-1.13%,2500.0,,,
737.0,TIGER 글로벌혁신블루칩TOP10,16275.0,상승  250,+1.56%,0.0,,,
738.0,노루페인트,7910.0,하락  50,-0.63%,500.0,7805.0,6686.0,419.0
739.0,토니모리,6570.0,상승  210,+3.30%,200.0,1511.0,2026.0,96.0
740.0,대동전자,15040.0,보합0,0.00%,500.0,290.0,2721.0,49.0
741.0,TIGER CD금리플러스액티브(합성),1001160.0,상승  80,+0.01%,0.0,,,
742.0,대유플러스,1984.0,보합0,0.00%,500.0,353.0,566.0,-328.0
743.0,RISE 글로벌자산배분액티브,13010.0,보합0,0.00%,0.0,,,
744.0,ACE 단기통안채,100435.0,상승  10,+0.01%,0.0,,,
745.0,신원,1515.0,상승  1,+0.07%,500.0,8345.0,5450.0,234.0
746.0,삼성출판사,15540.0,하락  150,-0.96%,500.0,418.0,1966.0,-13.0
747.0,서흥,13410.0,상승  220,+1.67%,500.0,5946.0,9937.0,430.0
748.0,모나용평,3215.0,상승  25,+0.78%,5000.0,2116.0,10049.0,214.0
749.0,효성화학,40750.0,상승  400,+0.99%,5000.0,27916.0,31156.0,-1888.0
750.0,디아이씨,3945.0,상승  15,+0.38%,500.0,7287.0,6841.0,361.0
751.0,TIGER 인도빌리언컨슈머,10810.0,상승  25,+0.23%,0.0,,,
752.0,삼양통상,50900.0,상승  400,+0.79%,5000.0,1793.0,4548.0,177.0
753.0,경동인베스트,64400.0,보합0,0.00%,5000.0,3125.0,6069.0,212.0
754.0,코오롱모빌리티그룹,2425.0,하락  155,-6.01%,500.0,24030.0,8043.0,394.0
755.0,미창석유,87300.0,"하락  1,500",-1.69%,5000.0,4092.0,4162.0,480.0
756.0,퍼스텍,3110.0,상승  35,+1.14%,500.0,1731.0,2651.0,25.0
757.0,TIGER 미국나스닥100TR채권혼합Fn,13010.0,상승  50,+0.39%,0.0,,,
758.0,페이퍼코리아,847.0,상승  3,+0.36%,500.0,3621.0,4917.0,312.0
759.0,KODEX TDF2050액티브,14515.0,상승  100,+0.69%,0.0,,,
760.0,PLUS 국고채10년액티브,55200.0,하락  165,-0.30%,0.0,,,
761.0,ACE 26-06 회사채(AA-이상)액티브,10905.0,상승  5,+0.05%,0.0,,,
762.0,TIGER 미국채10년선물,12720.0,하락  40,-0.31%,0.0,,,
763.0,에스엠벡셀,1336.0,보합0,0.00%,500.0,2027.0,1033.0,95.0
764.0,KODEX 장기종합채권(AA-이상)액티브,100685.0,하락  290,-0.29%,0.0,,,
765.0,한양증권,11640.0,하락  40,-0.34%,5000.0,9990.0,17478.0,463.0
766.0,대성산업,3275.0,하락  20,-0.61%,5000.0,16081.0,17333.0,294.0
767.0,삼성제약,1570.0,상승  6,+0.38%,500.0,520.0,935.0,-180.0
768.0,ACE 엔비디아채권혼합블룸버그,22720.0,상승  330,+1.47%,0.0,,,
769.0,RISE 25-11 회사채(AA-이상)액티브,52535.0,상승  10,+0.02%,0.0,,,
770.0,대신증권2우B,14710.0,상승  10,+0.07%,5000.0,,,
771.0,TIGER 국고채30년스트립액티브,60140.0,하락  505,-0.83%,0.0,,,
772.0,이수화학,6460.0,상승  200,+3.19%,5000.0,19955.0,10935.0,-560.0
773.0,NH올원리츠,3405.0,상승  30,+0.89%,500.0,192.0,6604.0,107.0
774.0,KODEX 바이오,8150.0,상승  35,+0.43%,0.0,,,
775.0,태경산업,4960.0,상승  15,+0.30%,500.0,6560.0,6356.0,441.0
776.0,신라교역,9060.0,상승  30,+0.33%,500.0,4342.0,7486.0,139.0
777.0,대창단조,5060.0,보합0,0.00%,500.0,3721.0,3348.0,464.0
778.0,TIGER 글로벌온디바이스AI,11045.0,상승  300,+2.79%,0.0,,,
779.0,대한화섬,107800.0,하락  100,-0.09%,5000.0,1344.0,8609.0,24.0
780.0,유니켐,1475.0,상승  4,+0.27%,500.0,1083.0,2195.0,47.0
781.0,태림포장,2015.0,상승  16,+0.80%,500.0,7196.0,7160.0,222.0
782.0,이지스레지던스리츠,3870.0,상승  5,+0.13%,1000.0,423.0,3944.0,384.0
783.0,금호석유우,47100.0,하락  350,-0.74%,5000.0,,,
784.0,한투 인버스 2X 코스닥150선물 ETN,7100.0,하락  75,-1.05%,0.0,,,
785.0,RISE 2차전지액티브,6630.0,상승  90,+1.38%,0.0,,,
786.0,TIGER 미국MSCI리츠(합성 H),12755.0,상승  120,+0.95%,0.0,,,
787.0,ACE 엔비디아밸류체인액티브,10435.0,상승  560,+5.67%,0.0,,,
788.0,신세계건설,18140.0,상승  30,+0.17%,5000.0,15026.0,12617.0,-1878.0
789.0,한국주철관,6170.0,하락  20,-0.32%,500.0,4563.0,4341.0,204.0
790.0,STX,4530.0,하락  5,-0.11%,2500.0,9038.0,5787.0,-150.0
791.0,TIGER 차이나과창판STAR50(합성),7685.0,하락  50,-0.65%,0.0,,,
792.0,효성ITX,12120.0,상승  60,+0.50%,500.0,5038.0,1763.0,192.0
793.0,TIGER BBIG,5960.0,상승  5,+0.08%,0.0,,,
794.0,교촌에프앤비,5590.0,하락  140,-2.44%,500.0,4450.0,3264.0,248.0
795.0,KODEX 미국S&P500선물(H),26745.0,상승  255,+0.96%,0.0,,,
796.0,유수홀딩스,5340.0,상승  20,+0.38%,2500.0,3418.0,5145.0,210.0
797.0,금호에이치티,649.0,보합0,0.00%,500.0,3643.0,4418.0,108.0
798.0,SOL 미국테크TOP10,13875.0,상승  190,+1.39%,0.0,,,
799.0,한투 코스피 양매도 5% OTM ETN,9200.0,상승  15,+0.16%,0.0,,,
800.0,사조동아원,973.0,하락  2,-0.21%,500.0,6785.0,4488.0,386.0
801.0,TIGER 미국투자등급회사채액티브(H),48185.0,하락  330,-0.68%,0.0,,,
802.0,메리츠 3X 레버리지 국채30년 ETN,68635.0,"하락  1,050",-1.51%,0.0,,,
803.0,티와이홀딩스,2720.0,상승  5,+0.18%,500.0,3254.0,23169.0,-3541.0
804.0,SK디앤디,7340.0,하락  30,-0.41%,1000.0,4797.0,24231.0,1904.0
805.0,이구산업,4075.0,상승  30,+0.74%,500.0,4334.0,3139.0,102.0
806.0,선진,5720.0,상승  30,+0.53%,500.0,19060.0,12581.0,975.0
807.0,신흥,14310.0,하락  70,-0.49%,500.0,1124.0,1403.0,114.0
808.0,아시아나IDT,12220.0,상승  140,+1.16%,500.0,1884.0,2227.0,91.0
809.0,우진,6610.0,상승  60,+0.92%,500.0,1291.0,2403.0,154.0
810.0,신세계푸드,34450.0,상승  750,+2.23%,5000.0,14889.0,8755.0,264.0
811.0,미래에셋 코스피 양매도 5% OTM ETN,8865.0,보합0,0.00%,0.0,,,
812.0,KODEX 한국부동산리츠인프라,4625.0,상승  10,+0.22%,0.0,,,
813.0,한솔테크닉스,4140.0,상승  60,+1.47%,5000.0,13027.0,9540.0,489.0
814.0,KODEX 미국배당커버드콜액티브,12115.0,상승  85,+0.71%,0.0,,,
815.0,ACE 미국WideMoat동일가중,27850.0,상승  130,+0.47%,0.0,,,
816.0,AK홀딩스,9980.0,상승  80,+0.81%,5000.0,44797.0,53150.0,2791.0
817.0,삼성 인버스 2X WTI원유 선물 ETN,88.0,하락  2,-2.22%,0.0,,,
818.0,에이프로젠바이오로직스,663.0,상승  12,+1.84%,500.0,874.0,5894.0,-575.0
819.0,SOL 미국S&P500,18145.0,상승  195,+1.09%,0.0,,,
820.0,삼영,3840.0,상승  70,+1.86%,500.0,1226.0,1322.0,60.0
821.0,디씨엠,11350.0,하락  10,-0.09%,500.0,2183.0,2776.0,91.0
822.0,CJ우,57200.0,보합0,0.00%,5000.0,,,
823.0,삼성물산우B,88000.0,하락  200,-0.23%,100.0,,,
824.0,자이에스앤디,3330.0,상승  20,+0.60%,1000.0,23746.0,15692.0,1266.0
825.0,태경케미컬,11120.0,하락  120,-1.07%,500.0,707.0,1829.0,179.0
826.0,제일파마홀딩스,8070.0,상승  30,+0.37%,500.0,8040.0,8800.0,208.0
827.0,태경비케이,4670.0,상승  5,+0.11%,500.0,2942.0,3780.0,401.0
828.0,KH 필룩스,6630.0,보합0,0.00%,500.0,1402.0,10358.0,-111.0
829.0,ACE 미국500데일리타겟커버드콜(합성),11210.0,상승  35,+0.31%,0.0,,,
830.0,TIGER 바이오TOP10,7225.0,하락  30,-0.41%,0.0,,,
831.0,만호제강,30350.0,상승  600,+2.02%,1000.0,1799.0,2048.0,-308.0
832.0,KODEX 미국나스닥100데일리커버드콜OTM,10665.0,상승  75,+0.71%,0.0,,,
833.0,키다리스튜디오,3390.0,하락  10,-0.29%,500.0,1710.0,3443.0,-57.0
834.0,벽산,1858.0,상승  1,+0.05%,500.0,6207.0,6204.0,447.0
835.0,유한양행우,106200.0,하락  800,-0.75%,1000.0,,,
836.0,디와이파워,11330.0,상승  20,+0.18%,500.0,4300.0,3367.0,363.0
837.0,1Q 현대차그룹채권(A+이상)&국고통안,50500.0,상승  15,+0.03%,0.0,,,
838.0,유화증권,2190.0,보합0,0.00%,1000.0,323.0,8030.0,-4.0
839.0,아모레G3우(전환),17440.0,상승  490,+2.89%,500.0,,,
840.0,극동유화,3530.0,상승  5,+0.14%,500.0,11580.0,4300.0,278.0
841.0,진양산업,9410.0,하락  710,-7.02%,500.0,869.0,900.0,76.0
842.0,진흥기업,840.0,보합0,0.00%,500.0,7594.0,5743.0,517.0
843.0,KIB플러그에너지,515.0,보합0,0.00%,500.0,1373.0,2219.0,129.0
844.0,HANARO 종합채권(AA-이상)액티브,113085.0,하락  220,-0.19%,0.0,,,
845.0,RISE IT플러스,14970.0,상승  425,+2.92%,0.0,,,
846.0,종근당바이오,22150.0,상승  200,+0.91%,2500.0,1604.0,2938.0,-202.0
847.0,대영포장,1120.0,상승  44,+4.09%,500.0,2835.0,2211.0,111.0
848.0,KoAct 바이오헬스케어액티브,13335.0,하락  75,-0.56%,0.0,,,
849.0,TIGER 미국AI빅테크10,12300.0,상승  190,+1.57%,0.0,,,
850.0,HK 26-12 회사채(AA-이상)액티브,100285.0,상승  50,+0.05%,0.0,,,
851.0,조선선재,95900.0,하락  600,-0.62%,500.0,666.0,1555.0,106.0
852.0,동성제약,4620.0,하락  5,-0.11%,1000.0,886.0,1150.0,6.0
853.0,SOL 2차전지소부장Fn,3995.0,상승  55,+1.40%,0.0,,,
854.0,PLUS 국공채머니마켓액티브,50640.0,상승  15,+0.03%,0.0,,,
855.0,TIGER 미국AI빅테크10타겟데일리커버드콜,11550.0,상승  160,+1.40%,0.0,,,
856.0,수산중공업,1910.0,상승  4,+0.21%,500.0,2265.0,2631.0,164.0
857.0,대창,1306.0,하락  5,-0.38%,500.0,13230.0,7595.0,-93.0
858.0,한투 나스닥 100 ETN,23680.0,상승  365,+1.57%,0.0,,,
859.0,KODEX 미국배당다우존스타겟커버드콜,10755.0,상승  30,+0.28%,0.0,,,
860.0,KCTC,3930.0,보합0,0.00%,500.0,8231.0,6621.0,368.0
861.0,KODEX 미국AI테크TOP10,11960.0,상승  200,+1.70%,0.0,,,
862.0,현대약품,3680.0,상승  55,+1.52%,500.0,1808.0,1546.0,69.0
863.0,KTcs,2755.0,상승  45,+1.66%,500.0,10354.0,4349.0,187.0
864.0,SOL 국고채10년,107015.0,하락  390,-0.36%,0.0,,,
865.0,동남합성,33550.0,상승  100,+0.30%,500.0,1667.0,976.0,81.0
866.0,TIGER 미국나스닥100레버리지(합성),27300.0,상승  700,+2.63%,0.0,,,
867.0,금강공업,3995.0,하락  15,-0.37%,1000.0,8569.0,11305.0,666.0
868.0,ACE 2월만기자동연장회사채AA-이상액티브,10390.0,보합0,0.00%,0.0,,,
869.0,샘표식품,25600.0,상승  200,+0.79%,500.0,3834.0,3667.0,98.0
870.0,TIGER 코리아밸류업,9630.0,상승  125,+1.32%,0.0,,,
871.0,신한 미국달러 SOFR금리 플러스 ETN,11620.0,상승  50,+0.43%,0.0,,,
872.0,청호ICT,2490.0,보합0,0.00%,500.0,214.0,526.0,5.0
873.0,SOL 25-09 회사채(AA-이상)액티브,53535.0,상승  5,+0.01%,0.0,,,
874.0,경인양행,2770.0,보합0,0.00%,500.0,3454.0,5390.0,-22.0
875.0,국제약품,5440.0,상승  160,+3.03%,1000.0,1354.0,1633.0,-20.0
876.0,계룡건설,12830.0,상승  50,+0.39%,5000.0,29770.0,27269.0,1007.0
877.0,대성홀딩스,7120.0,상승  80,+1.14%,1000.0,12168.0,12460.0,100.0
878.0,동인기연,18660.0,상승  60,+0.32%,100.0,2161.0,2173.0,283.0
879.0,휴니드,8100.0,상승  50,+0.62%,5000.0,2288.0,2993.0,174.0
880.0,TIGER 코스닥150,12100.0,상승  55,+0.46%,0.0,,,
881.0,HS효성,30450.0,보합0,0.00%,5000.0,,,
882.0,1Q 25-08 회사채(A+이상)액티브,107145.0,상승  45,+0.04%,0.0,,,
883.0,샘표,39350.0,상승  600,+1.55%,1000.0,3839.0,4746.0,81.0
884.0,ACE 미국나스닥100채권혼합액티브,13785.0,상승  80,+0.58%,0.0,,,
885.0,SJG세종,4060.0,보합0,0.00%,500.0,17923.0,11518.0,519.0
886.0,모나리자,3070.0,상승  50,+1.66%,500.0,1298.0,970.0,65.0
887.0,세아특수강,13100.0,보합0,0.00%,5000.0,10293.0,6938.0,90.0
888.0,한국수출포장,2805.0,상승  5,+0.18%,500.0,3123.0,3570.0,229.0
889.0,우신시스템,6120.0,상승  70,+1.16%,500.0,2422.0,3805.0,124.0
890.0,HDC현대EP,3500.0,보합0,0.00%,500.0,10081.0,6054.0,330.0
891.0,TIGER 글로벌메타버스액티브,11865.0,상승  130,+1.11%,0.0,,,
892.0,한투 S&P500 선물 ETN,22155.0,상승  295,+1.35%,0.0,,,
893.0,RISE 2차전지TOP10인버스(합성),34870.0,하락  380,-1.08%,0.0,,,
894.0,TIGER 26-04 회사채(A+이상)액티브,50200.0,상승  25,+0.05%,0.0,,,
895.0,ACE 중국본토CSI300,27325.0,하락  125,-0.46%,0.0,,,
896.0,KODEX 미국나스닥100선물(H),24725.0,상승  275,+1.12%,0.0,,,
897.0,PLUS 코스피TR,13480.0,상승  210,+1.58%,0.0,,,
898.0,한진중공업홀딩스,3700.0,상승  50,+1.37%,5000.0,12426.0,18657.0,394.0
899.0,동원금속,2335.0,하락  160,-6.41%,500.0,5682.0,4789.0,357.0
900.0,TIGER 미국다우존스30,30740.0,상승  200,+0.65%,0.0,,,
901.0,TIGER 글로벌4차산업혁신기술(합성 H),16890.0,상승  100,+0.60%,0.0,,,
902.0,덕성,6930.0,상승  30,+0.43%,500.0,1079.0,1268.0,51.0
903.0,인천도시가스,24600.0,하락  50,-0.20%,5000.0,7813.0,4439.0,165.0
904.0,KODEX 미국종합채권ESG액티브(H),100430.0,하락  465,-0.46%,0.0,,,
905.0,미래에셋글로벌리츠,2710.0,상승  10,+0.37%,1000.0,128.0,3613.0,42.0
906.0,동방,2235.0,상승  10,+0.45%,1000.0,7678.0,5993.0,352.0
907.0,CJ씨푸드,2980.0,하락  15,-0.50%,500.0,1483.0,1682.0,41.0
908.0,아남전자,1384.0,하락  2,-0.14%,500.0,3337.0,2118.0,94.0
909.0,RISE 코스닥150,11725.0,상승  65,+0.56%,0.0,,,
910.0,동양철관,676.0,보합0,0.00%,500.0,2783.0,2088.0,22.0
911.0,BNK 26-06 특수채(AAA이상)액티브,50185.0,보합0,0.00%,0.0,,,
912.0,미래에셋 인버스 2X 코스닥150 선물 ETN,7065.0,하락  55,-0.77%,0.0,,,
913.0,두산2우B,118600.0,"상승  1,500",+1.28%,5000.0,,,
914.0,마이티 26-09 특수채(AAA)액티브,104605.0,상승  70,+0.07%,0.0,,,
915.0,ACE 미국30년국채엔화노출액티브(H),9010.0,하락  65,-0.72%,0.0,,,
916.0,히어로즈 25-09 회사채(AA-이상)액티브,50535.0,보합0,0.00%,0.0,,,
